settled_at,adapter,ticker,metal,side,count,fill_price,fee,fair_at_entry,result,pnl,tag,cash_after
2026-09-13T13:16:00Z,shadow,KXETH15M-26SEP130915-15,eth,no,16,0.6,0.27,0.4,no,6.13,poly_book,245.89
2026-09-13T13:16:01Z,shadow,KXBTC15M-26SEP130915-15,btc,no,15,0.6,0.26,0.4,yes,-9.26,poly_book,245.89
2026-09-13T13:31:00Z,shadow,KXETH15M-26SEP130930-30,eth,no,15,0.6,0.26,0.4,no,5.74,poly_book,242.23
2026-09-13T13:31:00Z,shadow,KXBTC15M-26SEP130930-30,btc,no,15,0.61,0.25,0.39,no,5.6,poly_book,257.23
2026-09-13T13:46:00Z,shadow,KXBTC15M-26SEP130945-45,btc,yes,15,0.65,0.24,0.65,yes,5.01,poly_book,252.54
2026-09-13T13:46:00Z,shadow,KXETH15M-26SEP130945-45,eth,yes,15,0.63,0.25,0.63,yes,5.3,poly_book,267.54
2026-09-13T14:01:01Z,shadow,KXBTC15M-26SEP131000-00,btc,yes,16,0.64,0.26,0.64,yes,5.5,poly_book,263.05
2026-09-13T14:01:01Z,shadow,KXETH15M-26SEP131000-00,eth,yes,15,0.65,0.24,0.65,yes,5.01,poly_book,278.05
2026-09-13T14:16:02Z,shadow,KXETH15M-26SEP131015-15,eth,yes,17,0.62,0.29,0.62,yes,6.17,poly_book,273.87
2026-09-13T14:16:02Z,shadow,KXBTC15M-26SEP131015-15,btc,yes,16,0.63,0.27,0.63,yes,5.65,poly_book,289.87
2026-09-13T14:31:00Z,shadow,KXBTC15M-26SEP131030-30,btc,yes,14,0.77,0.18,0.77,yes,3.04,poly_book,281.94
2026-09-13T14:31:00Z,shadow,KXETH15M-26SEP131030-30,eth,yes,16,0.67,0.25,0.67,yes,5.03,poly_book,297.94
2026-09-13T14:46:19Z,shadow,KXETH15M-26SEP131045-45,eth,yes,19,0.6,0.32,0.6,yes,7.28,poly_book,294.11
2026-09-13T14:46:19Z,shadow,KXBTC15M-26SEP131045-45,btc,no,18,0.6,0.31,0.4,yes,-11.11,poly_book,294.11
2026-09-13T15:01:00Z,shadow,KXBTC15M-26SEP131100-00,btc,yes,17,0.65,0.28,0.65,yes,5.67,poly_book,288.95
2026-09-13T15:01:00Z,shadow,KXETH15M-26SEP131100-00,eth,yes,17,0.62,0.29,0.62,no,-10.83,poly_book,288.95
